aircraft_tail_number,flight_operating_hours,engine_vibration_hz,oil_pressure_psi,exhaust_gas_temp_c,hydraulic_fluid_level_pct,ambient_temperature_c,maintenance_urgency_flag
REG-FLT-001644,8973,7.94,68.72,622.08,60.5,-31.72,1
REG-FLT-001645,4138,1.86,49.24,621.56,52.25,0.93,0
REG-FLT-001646,15165,8.74,70.68,515.51,74.94,-22.02,1
REG-FLT-001647,5526,5.7,61.62,526.5,58.84,35.22,0
REG-FLT-001648,12572,1.43,64.0,713.32,62.58,-12.35,0
REG-FLT-001649,8952,6.76,83.46,825.89,81.23,1.82,1
REG-FLT-001650,7596,6.97,94.08,619.61,65.58,-27.02,0
REG-FLT-001651,13576,3.06,85.78,554.16,93.81,38.86,0
REG-FLT-001652,13211,8.34,59.62,710.77,97.3,-42.84,1
REG-FLT-001653,5212,6.71,41.79,783.55,75.73,24.55,0
REG-FLT-001654,17188,4.67,94.31,723.11,75.17,-36.19,0
REG-FLT-001655,5818,6.23,66.9,602.87,67.58,-38.51,0
REG-FLT-001656,1064,6.03,41.82,569.39,62.46,-17.3,0
REG-FLT-001657,5946,6.82,93.33,607.29,52.04,10.16,0
REG-FLT-001658,736,6.71,65.35,478.99,61.71,1.28,0
REG-FLT-001659,17534,2.25,36.26,870.09,54.32,-22.11,1
REG-FLT-001660,4645,4.11,67.11,804.95,66.91,44.96,0
REG-FLT-001661,10412,5.75,86.77,700.53,50.53,-44.04,0
REG-FLT-001662,5307,4.89,38.1,424.77,73.09,-15.17,0
REG-FLT-001663,5321,5.27,75.01,802.76,59.55,13.55,0
REG-FLT-001664,1135,4.93,41.89,598.09,98.32,-41.57,0
REG-FLT-001665,9886,3.68,42.28,452.57,93.92,17.33,0
REG-FLT-001666,4707,5.67,44.22,740.15,92.47,12.1,0
REG-FLT-001667,13471,5.18,77.46,538.06,55.34,27.67,0
REG-FLT-001668,5595,4.56,33.5,534.6,55.52,-12.05,1
REG-FLT-001669,17340,6.56,43.41,494.42,78.83,1.81,0
REG-FLT-001670,7579,3.56,36.88,688.0,73.87,13.46,1
REG-FLT-001671,15555,3.79,94.95,563.96,80.98,20.69,0
REG-FLT-001672,1077,3.02,63.15,562.99,83.93,3.21,0
REG-FLT-001673,12204,3.31,90.14,518.18,71.42,31.72,0
REG-FLT-001674,1697,2.01,71.71,723.91,82.32,-44.69,0
REG-FLT-001675,12770,3.67,57.3,442.71,54.71,-40.62,0
REG-FLT-001676,2223,2.77,61.85,786.01,51.29,5.64,0
REG-FLT-001677,4184,6.28,78.22,617.31,97.89,-5.79,0
REG-FLT-001678,18024,1.43,37.58,755.25,54.16,20.43,1
REG-FLT-001679,17319,3.13,66.7,850.02,90.8,-11.07,1
REG-FLT-001680,18431,8.62,68.23,746.27,80.47,8.12,1
REG-FLT-001681,14986,1.43,44.92,775.65,99.39,-40.43,0
REG-FLT-001682,609,3.17,43.93,570.75,98.95,-9.88,0
REG-FLT-001683,10035,2.68,73.93,735.42,86.17,12.81,0
REG-FLT-001684,4252,2.75,42.41,612.84,81.69,13.28,0
REG-FLT-001685,10500,6.96,54.45,877.82,72.09,1.72,1
REG-FLT-001686,4197,4.77,47.42,506.36,97.41,-5.45,0
REG-FLT-001687,15407,5.89,90.05,663.19,60.19,-27.07,0
REG-FLT-001688,17812,6.18,84.53,590.13,89.2,-21.05,0
REG-FLT-001689,2037,4.99,92.07,879.26,67.43,2.36,1
REG-FLT-001690,3698,7.42,58.97,576.16,92.68,0.12,0
REG-FLT-001691,7895,2.28,53.11,866.21,66.96,-8.19,1
REG-FLT-001692,7820,1.52,57.73,799.8,53.48,26.2,0
REG-FLT-001693,4942,7.39,38.65,760.3,66.72,-25.69,0
REG-FLT-001694,11486,7.62,91.74,780.78,51.84,32.89,1
REG-FLT-001695,6083,2.52,74.06,665.89,94.37,-33.91,0
REG-FLT-001696,12836,8.27,37.35,855.16,77.39,-26.66,1
REG-FLT-001697,12193,7.98,57.92,517.21,66.11,-14.96,1
REG-FLT-001698,14572,2.09,84.58,507.74,72.21,-20.66,0
REG-FLT-001699,6626,8.38,65.15,537.87,92.43,-42.34,1
REG-FLT-001700,15670,4.59,89.65,654.23,99.79,35.77,0
REG-FLT-001701,17485,2.06,67.93,708.5,94.46,24.95,0
REG-FLT-001702,4844,7.9,47.17,608.79,71.47,16.05,1
REG-FLT-001703,15578,1.62,88.59,645.74,66.15,-35.28,0
REG-FLT-001704,13223,5.93,50.73,745.28,97.52,-5.16,0
REG-FLT-001705,1326,4.7,64.91,836.38,55.3,-16.57,1
REG-FLT-001706,17006,2.85,60.71,487.09,75.84,-41.71,0
REG-FLT-001707,4625,5.02,92.71,523.13,62.36,39.3,0
REG-FLT-001708,3379,3.38,43.04,799.68,74.95,-6.85,0
REG-FLT-001709,13449,5.49,34.29,622.39,98.1,24.37,1
REG-FLT-001710,3828,3.88,40.86,791.58,92.14,16.06,0
REG-FLT-001711,5979,6.75,49.27,673.64,69.63,-44.78,0
REG-FLT-001712,3324,3.35,46.68,431.77,65.22,-32.79,0
REG-FLT-001713,6488,8.09,82.01,719.68,94.54,40.64,1
REG-FLT-001714,17571,7.13,74.5,454.66,76.6,-0.03,0
REG-FLT-001715,11570,5.15,64.86,570.62,71.1,25.58,0
REG-FLT-001716,13407,4.29,82.06,642.09,88.7,20.16,0
REG-FLT-001717,2244,3.09,86.49,632.08,81.49,-35.47,0
REG-FLT-001718,15193,8.82,40.77,791.4,80.69,-40.88,1
REG-FLT-001719,1621,5.16,40.59,557.63,65.39,42.9,0
REG-FLT-001720,901,4.35,48.22,697.49,79.03,42.91,0
REG-FLT-001721,5704,5.21,69.46,827.62,59.73,37.3,1
REG-FLT-001722,4447,4.92,92.96,782.69,74.98,2.57,0
REG-FLT-001723,7238,1.52,32.04,799.8,77.67,-44.63,1
REG-FLT-001724,18065,1.82,66.47,710.57,79.12,6.08,0
REG-FLT-001725,13507,1.62,33.76,501.37,51.08,-26.98,1
REG-FLT-001726,13114,8.01,65.08,725.47,94.46,21.02,1
REG-FLT-001727,11207,4.9,66.53,438.32,68.33,-31.73,0
REG-FLT-001728,6954,4.76,70.92,791.39,79.17,25.17,0
REG-FLT-001729,8774,5.1,42.05,500.6,64.47,-2.84,0
REG-FLT-001730,7506,4.8,47.12,822.5,90.96,-41.23,1
REG-FLT-001731,4394,2.38,44.62,533.32,95.4,15.06,0
REG-FLT-001732,16329,4.78,33.05,872.09,95.08,-34.29,1
REG-FLT-001733,9936,1.52,50.93,439.89,55.87,-12.26,0
REG-FLT-001734,13207,3.61,60.13,681.03,93.9,-33.57,0
REG-FLT-001735,10686,8.28,38.97,839.14,70.9,9.39,1
REG-FLT-001736,10754,8.15,71.34,549.19,62.22,-2.38,1
REG-FLT-001737,1364,3.4,68.15,686.29,90.04,-38.34,0
REG-FLT-001738,2403,3.11,66.32,750.22,53.82,-23.26,0
REG-FLT-001739,6848,8.07,84.13,855.97,97.53,5.57,1
REG-FLT-001740,12109,8.02,53.8,475.24,56.83,14.0,1
REG-FLT-001741,4155,6.47,39.55,865.01,66.59,-27.75,1
REG-FLT-001742,1962,7.01,74.62,512.12,71.98,-5.33,0
REG-FLT-001743,1980,8.75,68.64,534.32,91.44,-36.5,1
REG-FLT-001744,14532,4.17,35.09,588.55,98.34,27.71,1
REG-FLT-001745,6596,3.87,38.99,820.79,97.12,-40.17,1
REG-FLT-001746,16126,2.14,62.61,789.1,56.92,19.23,0
REG-FLT-001747,2577,8.36,86.16,561.71,53.28,-8.82,1
REG-FLT-001748,15799,2.64,93.44,637.66,60.18,-42.54,0
REG-FLT-001749,2628,6.36,60.42,611.5,56.56,-11.22,0
REG-FLT-001750,4310,5.43,35.25,482.28,82.77,43.53,1
REG-FLT-001751,5789,8.48,78.39,723.37,73.07,-35.19,1
REG-FLT-001752,9099,8.22,76.54,854.15,87.5,26.83,1
REG-FLT-001753,7669,3.22,94.81,494.49,63.84,1.37,0
REG-FLT-001754,7965,3.82,62.46,425.09,85.43,39.54,0
REG-FLT-001755,12240,2.19,51.45,695.07,79.06,28.13,0
REG-FLT-001756,2632,6.61,75.4,593.54,57.44,19.31,0
REG-FLT-001757,13938,7.24,55.0,517.62,88.67,18.7,0
REG-FLT-001758,11350,3.87,91.83,756.19,64.42,-14.02,0
REG-FLT-001759,18399,8.74,55.09,531.52,64.14,-7.29,1
REG-FLT-001760,12281,4.62,59.38,766.43,74.84,39.19,0
REG-FLT-001761,1408,5.26,32.36,754.67,53.64,21.94,1
REG-FLT-001762,18474,5.99,44.79,770.91,70.12,1.44,0
REG-FLT-001763,13567,7.17,34.7,494.16,85.25,-30.08,1
REG-FLT-001764,18120,1.98,81.25,701.88,86.02,-27.37,0
REG-FLT-001765,772,6.11,80.74,583.17,90.03,-2.4,0
REG-FLT-001766,3702,3.91,52.04,613.96,84.91,-9.99,0
REG-FLT-001767,10892,5.04,72.93,802.18,87.65,-43.93,0
REG-FLT-001768,8563,8.12,64.37,743.79,72.02,37.79,1
REG-FLT-001769,7384,8.58,70.8,610.35,68.08,-15.44,1
REG-FLT-001770,3799,5.68,69.09,696.33,54.16,25.36,0
REG-FLT-001771,12928,7.5,85.12,685.01,73.86,10.35,0
REG-FLT-001772,2748,3.77,62.27,847.21,90.0,24.19,1
REG-FLT-001773,1619,2.12,70.08,791.18,89.67,-2.26,0
REG-FLT-001774,6621,4.31,76.23,610.71,83.95,19.44,0
REG-FLT-001775,1070,7.16,89.63,545.99,65.64,-33.0,0
REG-FLT-001776,4990,2.03,40.41,463.2,99.15,44.69,0
REG-FLT-001777,6048,2.56,63.49,701.01,55.23,17.4,0
REG-FLT-001778,11745,5.2,46.69,800.23,87.02,-19.37,0
REG-FLT-001779,307,6.72,56.04,550.5,98.96,-34.81,0
REG-FLT-001780,5377,1.97,69.32,527.71,90.59,9.68,0
REG-FLT-001781,3813,8.38,92.65,713.11,73.41,10.57,1
REG-FLT-001782,11865,6.52,72.58,851.84,91.11,-2.75,1
REG-FLT-001783,5438,1.49,43.09,478.51,84.29,5.08,0
REG-FLT-001784,310,2.01,62.53,744.5,95.81,-17.07,0
REG-FLT-001785,12304,6.47,72.89,543.72,62.68,-38.55,0
REG-FLT-001786,4110,8.33,55.23,691.1,71.01,23.46,1
REG-FLT-001787,3007,7.54,43.47,474.48,89.4,-17.79,1
REG-FLT-001788,9176,1.82,37.26,464.34,76.14,0.14,1
REG-FLT-001789,17675,1.79,83.03,741.95,65.41,-32.68,0
REG-FLT-001790,4745,5.7,58.04,420.64,67.47,-43.55,0
REG-FLT-001791,8462,7.9,79.6,475.62,99.22,-3.96,1
REG-FLT-001792,4077,7.07,39.66,571.07,69.19,-36.16,0
REG-FLT-001793,16968,7.17,69.26,744.81,64.33,-17.29,0
REG-FLT-001794,7172,2.99,68.98,680.39,55.57,-4.37,0
REG-FLT-001795,9716,4.33,79.3,634.42,61.4,39.71,0
REG-FLT-001796,4050,7.07,94.05,644.51,60.9,11.0,0
REG-FLT-001797,826,2.33,58.27,476.25,56.05,-0.7,0
REG-FLT-001798,17574,5.51,75.59,544.79,94.19,-41.49,0
REG-FLT-001799,4616,3.01,43.04,613.9,90.72,2.1,0
REG-FLT-001800,7267,7.31,65.67,448.13,66.75,3.27,0
REG-FLT-001801,16932,8.84,60.46,753.31,59.71,5.56,1
REG-FLT-001802,13445,4.45,61.18,848.91,63.71,43.69,1
REG-FLT-001803,2406,1.87,70.3,425.69,50.08,-19.96,0
REG-FLT-001804,7691,7.24,81.87,621.68,55.91,31.59,0
REG-FLT-001805,12536,4.2,54.45,879.28,61.01,-0.08,1
REG-FLT-001806,4577,2.47,37.96,769.18,93.46,3.31,1
REG-FLT-001807,3980,8.77,64.38,485.96,51.8,-43.42,1
REG-FLT-001808,4534,5.93,67.52,477.67,91.59,14.46,0
REG-FLT-001809,6304,8.23,82.3,434.61,63.04,-41.86,1
REG-FLT-001810,5983,2.25,54.88,767.17,96.52,38.73,0
REG-FLT-001811,7331,6.39,35.15,686.63,82.01,-42.04,1
REG-FLT-001812,17359,3.25,53.79,422.1,87.23,30.06,0
REG-FLT-001813,12620,6.2,81.51,723.01,69.29,-26.77,0
REG-FLT-001814,6959,1.3,45.4,483.08,83.13,2.89,0
REG-FLT-001815,16270,2.77,62.77,482.45,74.54,-33.26,0
REG-FLT-001816,17693,5.68,35.96,783.37,77.2,-38.66,1
REG-FLT-001817,15455,5.85,32.37,533.94,54.57,-4.71,1
REG-FLT-001818,16159,2.58,38.87,849.39,77.92,-3.45,1
REG-FLT-001819,13214,1.31,89.9,860.77,68.33,12.04,1
REG-FLT-001820,1760,7.78,63.75,863.06,91.0,4.94,1
REG-FLT-001821,9723,1.67,43.62,755.59,60.48,-29.26,0
REG-FLT-001822,641,7.08,52.09,738.96,91.01,33.79,0
REG-FLT-001823,12032,8.38,40.85,589.81,66.31,35.66,1
REG-FLT-001824,10241,6.74,48.95,722.36,92.54,27.23,0
REG-FLT-001825,5865,1.33,75.53,773.76,60.8,-1.86,0
REG-FLT-001826,9627,4.92,63.93,856.56,95.83,18.06,1
REG-FLT-001827,12946,3.32,38.22,683.09,73.07,21.04,0
REG-FLT-001828,17276,8.61,77.3,766.17,61.96,-41.7,1
REG-FLT-001829,10900,1.75,47.04,656.36,61.96,-9.7,0
REG-FLT-001830,9650,1.98,43.64,756.37,92.13,-26.43,0
REG-FLT-001831,5241,5.84,50.91,759.17,83.44,-29.43,0
REG-FLT-001832,8637,5.3,50.11,650.82,51.06,-33.87,0
REG-FLT-001833,4848,5.71,37.51,768.81,91.41,10.91,1
REG-FLT-001834,14905,1.36,66.6,570.94,64.15,-19.25,0
REG-FLT-001835,14355,6.26,74.16,439.47,63.86,3.08,0
REG-FLT-001836,9062,3.24,80.59,861.18,61.21,-36.42,1
REG-FLT-001837,2558,1.42,62.47,661.12,50.98,-9.25,0
REG-FLT-001838,5382,6.63,38.15,827.65,64.93,-20.42,1
REG-FLT-001839,16313,2.55,80.97,451.59,94.98,-9.86,0
REG-FLT-001840,10422,5.82,41.55,856.8,57.68,37.91,1
REG-FLT-001841,8609,7.22,32.9,720.54,85.38,23.06,1
REG-FLT-001842,14818,6.97,54.2,597.21,79.23,14.51,0
REG-FLT-001843,13485,6.22,34.58,546.69,93.1,4.15,1
REG-FLT-001844,13392,4.94,78.85,598.09,73.03,-8.62,0
REG-FLT-001845,1544,2.85,90.26,508.24,80.38,39.19,0
REG-FLT-001846,9291,1.93,65.38,769.63,83.09,20.43,0
REG-FLT-001847,15553,4.15,52.7,554.96,99.72,13.64,0
REG-FLT-001848,3140,3.99,40.81,802.37,76.85,35.39,0
REG-FLT-001849,7587,5.23,37.23,846.26,87.85,-31.23,1
REG-FLT-001850,7706,5.04,81.58,722.7,80.24,20.3,0
REG-FLT-001851,13071,5.81,33.44,739.12,77.74,0.28,1
REG-FLT-001852,1935,6.59,62.68,450.88,81.04,-43.64,0
REG-FLT-001853,12096,3.32,78.61,468.48,64.9,-43.62,0
REG-FLT-001854,11408,8.78,94.22,721.95,93.39,-23.25,1
REG-FLT-001855,943,6.68,49.48,444.97,93.75,-6.48,0
REG-FLT-001856,9577,2.67,43.83,710.92,88.12,-6.61,0
REG-FLT-001857,13163,7.62,90.91,706.58,86.66,14.24,1
REG-FLT-001858,12194,1.66,81.54,423.79,67.06,-24.16,0
REG-FLT-001859,15106,5.33,83.19,465.89,55.96,27.6,0
REG-FLT-001860,602,7.86,54.13,579.1,91.56,7.95,1
REG-FLT-001861,13785,5.07,57.76,553.54,94.66,-41.98,0
REG-FLT-001862,1825,3.32,94.44,819.73,95.55,11.11,0
REG-FLT-001863,11317,6.64,83.61,823.69,92.23,-0.39,1
REG-FLT-001864,14246,2.35,33.74,494.21,92.52,4.96,1
REG-FLT-001865,8931,3.79,82.49,714.12,76.42,-23.14,0
REG-FLT-001866,7460,8.04,82.82,795.78,56.46,34.21,1
REG-FLT-001867,7730,6.67,94.42,472.15,95.89,-31.51,0
REG-FLT-001868,6912,8.15,36.52,506.57,90.4,-43.0,1
REG-FLT-001869,16923,1.56,51.29,853.18,99.04,11.68,1
REG-FLT-001870,15507,3.14,78.86,454.17,62.54,-41.91,0
REG-FLT-001871,5712,3.02,53.77,421.42,55.91,-0.37,0
REG-FLT-001872,12986,2.13,91.45,436.35,52.58,38.17,0
REG-FLT-001873,18068,3.08,67.81,516.38,64.4,40.44,0
REG-FLT-001874,16114,4.72,82.76,646.39,64.32,-39.62,0
REG-FLT-001875,15474,6.33,40.66,430.08,94.22,11.61,0
REG-FLT-001876,3830,1.43,77.93,600.5,60.16,3.25,0
REG-FLT-001877,582,3.07,67.16,435.63,53.13,-26.64,0
REG-FLT-001878,13399,7.36,67.89,701.19,50.65,-17.18,0
REG-FLT-001879,9468,2.22,60.88,795.85,52.75,-26.26,0
REG-FLT-001880,8593,4.36,57.68,790.16,86.42,14.55,0
REG-FLT-001881,9632,4.9,37.6,700.33,58.7,37.89,1
REG-FLT-001882,13341,4.06,41.85,621.09,55.96,-0.96,0
REG-FLT-001883,10249,6.0,90.09,511.18,61.94,8.15,0
REG-FLT-001884,1718,2.02,52.71,536.06,59.66,5.66,0
REG-FLT-001885,8247,2.92,85.4,799.44,69.47,11.94,0
REG-FLT-001886,15309,8.41,82.09,796.14,91.47,-17.98,1
REG-FLT-001887,6100,1.93,79.67,670.4,57.02,4.66,0
REG-FLT-001888,1122,6.63,41.63,500.52,80.88,-12.95,0
REG-FLT-001889,10518,6.76,77.28,736.38,73.81,19.73,0
REG-FLT-001890,13918,4.73,72.35,720.21,99.33,2.43,0
REG-FLT-001891,17924,6.82,91.01,843.68,64.71,18.43,1
REG-FLT-001892,8250,4.14,83.71,632.68,71.25,-17.33,0
REG-FLT-001893,4427,5.35,52.49,553.84,65.17,27.66,0
REG-FLT-001894,14041,6.68,63.83,678.57,99.66,-21.19,0
REG-FLT-001895,12996,5.57,68.49,545.44,65.33,30.64,0
REG-FLT-001896,385,7.29,43.8,451.38,99.78,28.63,0
REG-FLT-001897,15893,8.6,66.54,800.91,52.98,39.68,1
REG-FLT-001898,11359,2.96,85.15,586.95,88.63,-17.68,0
REG-FLT-001899,12986,6.09,37.5,475.15,78.44,-0.86,1
REG-FLT-001900,16759,6.52,66.54,825.93,61.34,-17.77,1
REG-FLT-001901,12761,2.2,32.93,776.59,69.82,-33.81,1
REG-FLT-001902,11847,1.55,71.53,658.69,63.79,-32.0,0
REG-FLT-001903,2864,1.88,71.73,430.41,68.82,-20.05,0
REG-FLT-001904,13653,7.05,78.52,613.25,87.07,-18.22,0
REG-FLT-001905,10147,3.66,88.12,474.3,84.97,-34.21,0
REG-FLT-001906,18149,4.3,66.75,853.99,68.46,35.02,1
REG-FLT-001907,2154,7.85,77.61,750.04,51.68,44.99,1
REG-FLT-001908,16619,5.92,74.36,744.74,72.3,8.47,0
REG-FLT-001909,17420,4.55,51.02,455.73,60.15,22.82,0
REG-FLT-001910,5982,6.78,77.8,539.59,71.4,39.75,0
REG-FLT-001911,1707,3.4,83.02,438.99,67.8,-36.67,0
REG-FLT-001912,8405,2.36,58.95,752.69,96.74,-15.31,0
REG-FLT-001913,14364,7.95,43.05,604.84,53.84,-19.59,1
REG-FLT-001914,5850,8.29,36.7,578.94,99.23,-19.08,1
REG-FLT-001915,6170,6.33,73.8,467.8,74.96,38.83,0
REG-FLT-001916,1360,4.03,40.9,501.89,73.1,-14.44,0
REG-FLT-001917,17706,6.18,76.89,461.35,81.97,32.55,0
REG-FLT-001918,14717,8.81,51.33,630.83,86.07,38.17,1
REG-FLT-001919,13679,8.47,73.71,658.01,76.33,-32.58,1
REG-FLT-001920,11136,4.12,53.81,570.61,89.25,0.78,0
REG-FLT-001921,8385,5.03,41.69,689.34,59.13,-44.23,0
REG-FLT-001922,16561,2.54,47.79,621.35,61.4,-10.57,0
REG-FLT-001923,3147,3.26,42.93,813.35,76.14,21.88,0
REG-FLT-001924,3933,2.69,67.46,821.09,61.81,-44.62,1
REG-FLT-001925,469,3.23,47.39,750.19,90.85,-31.91,0
REG-FLT-001926,1100,2.54,44.56,831.19,98.12,-34.81,1
REG-FLT-001927,17211,8.18,47.92,529.15,51.26,-11.2,1
REG-FLT-001928,16626,8.37,71.37,787.14,73.53,-36.01,1
REG-FLT-001929,13606,2.78,82.49,670.2,75.68,28.15,0
REG-FLT-001930,983,1.45,85.96,849.3,54.98,-20.57,1
REG-FLT-001931,1215,3.54,70.73,697.23,92.46,13.33,0
REG-FLT-001932,6019,6.96,42.55,560.16,83.36,14.21,0
REG-FLT-001933,16943,2.08,81.86,652.16,56.94,-31.73,0
REG-FLT-001934,4436,1.4,41.95,606.61,55.82,9.94,0
REG-FLT-001935,5726,7.08,56.36,451.48,95.09,40.77,0
REG-FLT-001936,658,1.9,44.62,753.24,80.98,-2.5,0
REG-FLT-001937,16412,3.52,57.06,439.83,82.45,11.79,0
REG-FLT-001938,803,8.58,69.91,544.14,70.4,-39.81,1
REG-FLT-001939,3116,2.64,45.24,555.54,90.84,19.64,0
REG-FLT-001940,14154,8.43,67.73,502.53,93.22,6.85,1
REG-FLT-001941,4994,4.64,59.35,805.5,59.54,-30.13,0
REG-FLT-001942,17333,1.41,88.91,755.53,95.57,16.19,0
REG-FLT-001943,8807,2.03,57.96,815.96,60.22,-43.84,0
REG-FLT-001944,10489,7.4,73.7,769.51,63.13,26.62,0
REG-FLT-001945,6354,7.43,63.13,717.21,94.0,24.37,0
REG-FLT-001946,16577,8.1,67.41,515.63,59.62,-10.69,1
REG-FLT-001947,17173,5.71,83.31,856.25,99.73,-35.12,1
REG-FLT-001948,4950,5.61,73.58,664.08,94.52,-37.7,0
REG-FLT-001949,1927,3.85,41.39,746.44,82.24,36.26,0
REG-FLT-001950,12680,3.97,91.51,494.44,86.69,9.97,0
REG-FLT-001951,5272,3.1,90.25,688.97,51.32,-39.91,0
REG-FLT-001952,9311,8.02,62.51,611.36,91.84,20.13,1
REG-FLT-001953,8980,3.57,75.59,533.95,94.73,-44.22,0
REG-FLT-001954,7370,6.32,81.96,794.39,84.57,-17.13,0
REG-FLT-001955,2304,1.93,38.81,811.11,95.51,32.71,0
REG-FLT-001956,15552,5.84,42.37,665.89,81.73,40.9,0
REG-FLT-001957,14636,1.79,54.76,429.87,58.12,2.39,0
REG-FLT-001958,9201,4.41,57.86,454.22,68.48,14.49,0
REG-FLT-001959,14176,1.64,63.64,858.73,86.62,-17.1,1
REG-FLT-001960,12863,4.2,90.12,766.98,96.62,-33.0,0
REG-FLT-001961,9143,3.16,42.35,875.07,60.12,8.26,1
REG-FLT-001962,7132,8.4,64.75,776.24,57.24,-4.42,1
REG-FLT-001963,5676,4.57,57.6,461.32,75.3,-1.32,0
REG-FLT-001964,7055,8.82,71.33,553.77,99.37,23.6,1
REG-FLT-001965,3953,1.61,68.53,809.62,95.23,8.11,0
REG-FLT-001966,14402,4.9,53.18,572.23,94.41,39.87,0
REG-FLT-001967,15799,1.92,82.46,815.33,55.62,-16.01,0
REG-FLT-001968,14650,2.09,38.62,804.44,60.89,-36.98,0
REG-FLT-001969,14919,6.12,65.98,619.94,73.59,14.61,0
REG-FLT-001970,5436,1.67,68.86,874.07,90.91,-9.89,1
REG-FLT-001971,3024,8.09,69.84,788.86,99.52,30.69,1
REG-FLT-001972,9638,8.8,78.36,861.04,67.5,30.46,1
REG-FLT-001973,3255,6.09,67.63,465.92,97.25,28.54,0
REG-FLT-001974,12451,8.03,66.14,565.31,62.43,-2.75,1
REG-FLT-001975,7322,5.17,46.7,822.01,68.8,-44.95,1
REG-FLT-001976,9749,3.67,72.13,620.55,74.88,13.0,0
REG-FLT-001977,10062,3.85,35.03,451.15,70.62,-15.83,1
REG-FLT-001978,14735,5.46,33.08,747.18,60.16,41.72,1
REG-FLT-001979,13164,4.48,34.63,452.77,93.64,-26.71,1
REG-FLT-001980,14642,7.77,50.33,876.47,57.45,-21.54,1
REG-FLT-001981,4617,3.42,67.83,620.75,90.15,-1.65,0
REG-FLT-001982,11749,7.12,43.36,594.72,80.48,-20.45,0
REG-FLT-001983,5894,3.97,68.24,601.28,95.03,26.53,0
REG-FLT-001984,2317,5.77,44.76,706.31,56.65,15.8,0
REG-FLT-001985,17675,5.47,44.22,462.0,62.52,27.51,0
REG-FLT-001986,1409,4.23,39.87,598.58,61.99,10.36,0
REG-FLT-001987,7131,7.98,36.06,498.22,51.47,22.05,1
REG-FLT-001988,7342,6.43,53.83,859.41,89.28,-37.05,1
REG-FLT-001989,5765,1.42,63.88,865.9,58.6,27.93,1
REG-FLT-001990,2635,6.15,77.92,455.5,86.63,-22.63,0
REG-FLT-001991,4419,6.47,64.16,648.87,73.14,26.88,0
REG-FLT-001992,14409,7.39,41.11,497.02,97.48,-1.24,0
REG-FLT-001993,13230,7.69,37.31,685.51,95.04,37.57,1
REG-FLT-001994,16965,6.6,45.52,611.56,79.72,-1.79,0
REG-FLT-001995,13904,2.56,66.11,798.62,97.5,15.36,0
REG-FLT-001996,5398,2.68,71.2,659.2,92.58,-5.85,0
REG-FLT-001997,5701,3.63,69.04,814.98,92.68,-26.93,0
REG-FLT-001998,15503,1.93,72.49,589.57,55.93,-39.68,0
REG-FLT-001999,3187,4.18,93.87,549.93,75.2,-5.31,0
REG-FLT-002000,7459,1.99,54.23,769.56,94.37,4.96,0
REG-FLT-002001,17494,2.08,32.16,563.19,75.25,32.55,1
REG-FLT-002002,6427,6.17,60.42,602.35,91.74,-29.03,0
REG-FLT-002003,4140,1.36,47.53,717.92,86.95,18.32,0
REG-FLT-002004,5882,4.06,82.64,532.56,50.37,22.01,0
REG-FLT-002005,9199,2.85,59.32,546.93,98.35,17.77,0
REG-FLT-002006,16268,2.46,87.26,525.8,57.05,-0.51,0
REG-FLT-002007,3225,4.95,64.34,694.14,78.94,-22.13,0
REG-FLT-002008,12420,8.8,69.44,796.72,85.32,-27.0,1
REG-FLT-002009,1150,1.52,51.05,757.39,62.71,26.16,0
REG-FLT-002010,4412,2.88,71.19,768.95,58.35,30.08,0
REG-FLT-002011,12505,8.24,45.3,610.72,98.8,-24.6,1
REG-FLT-002012,5146,4.0,74.72,807.02,92.71,5.09,0
REG-FLT-002013,6181,7.76,78.31,610.17,67.44,-22.56,1
REG-FLT-002014,2085,8.72,86.86,447.73,52.92,5.86,1
REG-FLT-002015,16336,8.19,75.52,733.03,69.92,-3.7,1
REG-FLT-002016,9887,8.73,56.89,805.77,53.8,31.2,1
REG-FLT-002017,5856,5.77,48.18,601.59,56.13,-11.07,0
REG-FLT-002018,11268,7.19,52.32,688.36,90.98,5.76,0
REG-FLT-002019,12874,1.42,50.31,421.67,92.56,17.8,0
REG-FLT-002020,10774,4.1,32.05,873.87,53.45,7.07,1
REG-FLT-002021,16498,6.96,48.84,727.6,79.71,30.29,0
REG-FLT-002022,16664,1.82,42.59,584.48,98.45,-13.16,0
REG-FLT-002023,6456,3.43,73.51,420.24,72.51,-38.3,0
REG-FLT-002024,15636,8.81,61.9,568.37,84.24,-13.61,1
REG-FLT-002025,3445,3.88,72.04,508.92,75.97,9.14,0
REG-FLT-002026,16225,5.43,37.05,804.1,87.01,9.98,1
REG-FLT-002027,13494,7.78,85.57,829.99,73.78,-40.9,1
REG-FLT-002028,7365,6.26,51.65,849.29,60.99,-5.37,1
REG-FLT-002029,9973,8.09,53.44,578.49,62.82,-42.71,1
REG-FLT-002030,10940,4.83,88.57,447.41,99.74,-1.23,0
REG-FLT-002031,5179,6.5,58.38,568.31,85.82,0.46,0
REG-FLT-002032,14336,1.84,65.56,465.86,83.37,-7.94,0
REG-FLT-002033,1382,8.74,44.31,493.06,84.85,-36.89,1
REG-FLT-002034,14248,5.91,47.7,663.73,80.27,-28.3,0
REG-FLT-002035,8727,4.58,77.3,744.03,99.07,3.29,0
